1974   22   20  228  369 1206 1640 3667 3986 3026 1624  179    3 15970
1975    1   32  179  933 1260 1683 3023 3771 2423 1796  213   92 15406
1976   66   79  198  906 1418 2615 2674 2800 3668 3194 1781   27 19426
1977  101   59  137  368 1740 2149 2625 3784 3997 1473   84   17 16534
1978   32  100  310  730 1953 2683 2605 3885 3528 2694  352  138 19010
1979  113    7  100  366 1757 2773 2888 3189 2461 2095  624   50 16423
1980   86   80  119  869 1844 1874 3045 3657 2073 1571  883   75 16176
1981    1   65 1013 1411 2868 1905 3546 3460 2754 1718  386   50 19177
1982    2  171 2684 1023 2060 2465 2259 4476 2757 2442  193    7 20539
1983    1  189  646  257 1725 2641 2242 2863 2780 1284  254   48 14930
1984   15   33  317  625 2852 2550 2918 2260 2246 1553  471   99 15939
1985   23  117  140 1030  872 2020 3104 4206 2866 1440  272   37 16127
1986    1   70  151  631 3031 1605 2296 3142 3124 1366  273    9 15699
1987   45   32  229  427 1510 2038 2252 3814 2827 1445   99   44 14762
1988    1   53  264  760 1111 1703 3188 4228 3545 1526  310   32 16721
1989    1   64  333  225  844 2303 2731 4105 2891 1928  165   41 15631
1990   14   39   78 2106 1074 1754 2622 3576 2477 1660  425  286 16111
1991   63   19  165  351  943  844  -10 3997 2357 2441  259  -10   -10
1992   15   37  470  429 1686 2394 3226 3987 3091 2022  410   64 17831
1993    2  126 2756  463 1431 2490 2361 2869 2945 2663  146  158 18410
1994    0   69  391  878 1722 2214 3978  -10 3419 5901 1151    5   -10
