1900  133  130  166  137  139  101   25    3    0   41  170  149  1194
1901  135   14  132  190  156   74   10    0   29  193   67   80  1080
1902  207   57  186  199   42    4   19   28    6   57  298  120  1223
1903  129  215  191   35  194   17   18    5    4    6   62   71   947
1904   81   24  170  165  253   25    4    2    4   53   38  119   938
1905   83   75  175  289  158   76   10    4    0    3   85  205  1163
1906   75   59  225  290  257   85   21    2    4    5  134  169  1326
1907  182  120  169  294  133   39   15    1   28   34   76   55  1146
1908  128  169  130   86  177   40    4    5   14   35   52   97   937
1909   86   56  104  282   65   19   37    3    0   15    5   32   704
1910  113   64  176   46   63   31    9    1    5   44    3   39   594
1911  190  108  167  116  173    8   24   15    6   28   49   84   968
1912   56  116   73  123   79   44    7   19    5    9   42   86   659
1913  125  156   87  157  187    3    4    0    2   98   81  112  1012
1914  180  116  259  161   86   33    4   13    1   48  261   74  1236
1915   91   75  264  299   23   88   50    0    0    9   18   57   974
1916  132   93  293  219   28   62   14    0   31   27   18   33   950
1917   44   77   86   10   26    9   30    6    0   55   33   78   454
1918  143  132  198  148   84   21   33    3    4   26   48  196  1036
1919   72  197  194  165  162   40   19    1    5   13   66  113  1047
1920  106  130  147  173  146   66   42   14   25   92  156   81  1178
1921   70   71  222  224   35   59   13   10    3  100   77  141  1025
1922  115  165   75  238  145   41   29    2   25   79   43  113  1070
1923   50  148  222  335   54   35    7    3    1   77  112   47  1091
1924   80  187  325  232   71   78   38    5    4   21   58  239  1338
1925  186   12   79  187   33    5   21    1    1   96   99   58   778
1926  134  164  196  255   36  118   66    1   15   11  190   95  1281
1927   59  149  100   66   37    4    9    1    4   77   69  152   727
1928   93  170  176   89   94   10   27    6    3   19   38  201   926
1929   93  169  160   69   29   15   11    0    6    5   42   63   662
1930   42  167  229  142   87   56    6    0    9   90   67  120  1015
1931  150   34  203  189  179  205   15   23    1   35   99  239  1372
1932  110   64  292  156  108   20   21    2    7  222   94   38  1134
1933   99  143  247  280   85   28   10    1    0    3   99  315  1310
1934   26  183  105  145  215   49   10   13   46    5   41  110   948
1935  123  241  159  121   21   70    2    0    0   85   48   35   905
1936   21  237  182  148   79   11    3    2    1   11   87  123   905
1937   46  143  212   66  170    3    1    2    1   27   30   16   717
1938   66  280  152  185   69    2    3    2   54    6   90  199  1108
1939  156  102  355  317   33    2    4    1    1   21  134  166  1292
1940  208  145  173  125  416   14   14    0   13   35   52  200  1395
1941  108  143  171  264   10    2    3   37   13    4   39  205   999
1942  137   17  119   92   53   32    0    0    6   19   53    6   534
1943   45  142  234  121   48   22    0    3   16    4   70   30   735
1944  160  133   19  307   24    5    2    1    2   39  118   28   838
1945  176   86  196  419   62  149    2    9   17   80  169   94  1459
1946   53  153  276  119   42   40   29   12    8   89   14   72   907
1947   43  112   92  358  127   37    3    1   33   44   42   76   968
1948   59   76  234  142   49    9    3    1    5   71  122  146   917
1949   57  156  194  306  166   37    2   41   23  128   23   29  1162
1950  336   42  134   12   87   14    8   16    2    4   38   22   715
1951   94   83  104   60   48  155    7    8    6  141  239   79  1024
1952   93  362  409   63  206   14   21    0   14    1   59  135  1377
1953   67  102  241  182  179   52    4    0   20  123  204  352  1526
1954  101  262  273  312   60   24   38    1    6    0   15  100  1192
1955   16   60  136  157   69  195   11   26    2  200   43   56   971
1956  131  213  305  136  119   78    3   10    0   27   76   32  1130
1957   89  148  345   20   57  155   19    3    0   91  126  148  1201
1958   82  118  272  294  121   63   28   12    0   48  167  330  1535
1959  246   97  357  256   70    6   17    0    0    9  104   87  1249
1960  177   67  169  284  341    0   21    3    2    1   49   16  1130
1961   55    8   81  236   31    1    4    3    0   24   72  195   710
1962   68  255  214  299  130  171    6    1    4   69   95   77  1389
1963  163   49  107  142  313   48   23    0    1   18   63  169  1096
1964  138  116  207  211  114   46   19    0    0    0   72  189  1112
1965  124   51   29   43   10   71   20    7    3  184   85    1   628
1966   87   60  265  288   61    5    9    1   26   42    7  153  1004
1967    5  139  143  219  252   66   11    0   42   78  131   90  1176
1968  107   10   62  158   29   50   86    3    0   47   75  311   938
1969  105  113  475  574  102    5   62    0  132  124  212   39  1943
1970  141   86   41  147   12    0   89    0    0    9   46  159   730
1971    0   93  220  297    3    6    9    0    0   29   62  141   860
1972  124   11  196  134  224    9    6    9    0    6   20  105   844
1973  122  244  116  420   33   17    0    0   11   26  278   32  1299
1974   91    5   54  423   63   11   14    9    9    3    6   86   774
1975  217  122  149    0   29    0    0    3    0    9   42  112   683
1976   39  268   70  254  164   14    3    0    0   63   45   72   992
1977   86   52  160   92   53   17    0    6   14   46  177  348  1051
1978  201  260  350  325  584    0    0    0    0    6  329  230  2285
1979  147  224  382  149  178   14    0    0   44   54   62  139  1393
1980  114  136  120  145  102   87    0   32    0  275  169  279  1459
1981  158  129  577  445  301   46  172    0   59   26  136   51  2100
1982  216   41  230   28   82   25   84    0   26  138  152   27  1049
1983  207  104   56  216   93   15  101    6   11   10  209  198  1226
1984   12   14  408  200  114    6    0    0    6   84  112   10   966
1985  184  310  131    8  147    0    0   66    9   90   10  137  1092
1986  118   19  101  103  144    0   64    6    6   52   81  238   932
1987   28  201  477  237   71   22  124    0   15   18   83  187  1463
1988  113  199  257   89   84   25    9   10   19   10   74  200  1089
1989  104  131  373   34  115   19   19    3   31    0   10  210  1049
1990   56   76   23  334   47   20   18    1    0  148   78  225  1026
1991   81   72  148  560  518   73   20    1   11    4  184  247  1919
1992  144  128   91  196  189   75   10   11   37   17   19  299  1216
1993   95  179  233  133  149   62   16  158    1   10  233   58  1327
1994  178  136  269   74  122   72    5    1    8   17  296  260  1438
1995   70  162   86   63   32  125    6    0   39   13   26   22   644
1996   23   45  133  129   36   10  184    4   26   84   58   12   744
1997   74   82  149  373  324  119    1    0    6    2  106  380  1616
1998  265  186  234  148  114   11   56    4   15  -10  -10  -10   -10
