1900 1587 1637 2055 1888 1245 2428  955 1781 3910 1456 2007 2010 22959
1901 1270  903  849 1804 1743 2502 1799 4020 3447 2401  922 1905 23565
1902 1570  331  392  419 2415 3373 2174 2762 1304  977 1331 2299 19347
1903 2352  787 1477 2071 2427 1811 2557 2140 1333 2464 1673 1016 22108
1904 1260  762 1452  531 1504 2473 2977 1568  588  599  367  890 14971
1905 1835 1468 1532 1361 1372 2066 1695 2087 1683 1252 1194 2970 20515
1906 1457 2075 1455 1924 2735  866 3253 2044 1149 3472 2755  851 24036
1907  933 1649  847 1935 3191 4237 1737  775 1625 2764 1190 1650 22533
1908 1582 1689 1113 2481 2330 1843 2085 4011 2004 1322 1681 2694 24835
1909 1862 1951 1553 3055 3697  610 1774 1571 3379 2053 1794  618 23917
1910 1520 1418 1400 1774 1859  828 1208 2879 2379 2493 1073 1960 20791
1911 2606 1192 1182 1801 1528 1025 1754 3684 1745 3521 1249 3021 24308
1912 1622 1376 1362 1177 1910 2629 2235 2909 4493 1457  964 1789 23923
1913 2675 1628 1761 2480 1992 1757 2228  887 2219 1188 1329 1912 22056
1914 1166 1299 1409 1509 3440 2785 2009 1464 3981 1009 3766 2299 26136
1915 2190 1208 1146 1256 2893 2679 1817 1642 1340 2458 1940 1126 21695
1916 2093 2092 1614  660 1231 1476 1096 3213 2332 4960  990 1360 23117
1917  995 1326 1324 2459 2763 2598 3069 1378 2086 4292  755  987 24032
1918  590  856  896  724 1567 2676 1998 2108 1475 3413 2094 2695 21092
1919 2044 1625 1238 1434 2317 1486 1966 3478  827 1625  947 1620 20607
1920  904 2238 1777 2349  957 1563 3052 1120 3485 1522 1280 1425 21672
1921 1775 2316 1967  795 3254 2561 1489 1883 1619  876 1418 2275 22228
1922 1306 3283 1954 1475 2072 2868 1932 4467 3367 1796 1187 1772 27479
1923  659 1295  893 2056  776 2740 1283 2281 1860 2126  802 1300 18071
1924 1338 2940 1643 2059 1526 2034 4782 3395 2827 2264  303 1906 27017
1925 2067 1122 1162 1947 1234 1287 1637 3776 2362  655 1131  832 19212
1926  943 1325  957 1976 1788 2061  887 2222 2884 1607  815 1340 18805
1927 1457 1842 1534 1514 2215 2931 1247 1924 1142  997  858 1856 19517
1928 1256  977 2263 1640 3284 2570 1325 2239 2961 1017 1482  990 22004
1929 1277 1146  537  920 2205 2892 1652 1401 1560  923 1784 1102 17399
1930 2391 1144 1659  802 3756  931 3920  831 1766 3093  942 2099 23334
1931 1939 1211 1856 1149 2359 2235  930 5216 2866 2574 1150 1145 24630
1932  318 1375 2226 1155 1449 3670 2053 3209 1979 2934 1647  967 22982
1933 1138 1740 1355 1462 1478 2130 2092 2200 3829 2630 1843  906 22803
1934 1432  842 1930 1161 2347 2088 1810 1299 2617 1228 1493 2209 20456
1935 1235 1857 1170 3441 1192 3148 4563 2045 3153 2120 1481 1676 27081
1936 2220 2506 1546 2325 4210  913 1560 2035 2372 2568  529 2212 24996
1937 3335 1662 2343 1596 3119 2823 1544 4463 1086 1434 1200 2218 26823
1938 1055 1862 3156 1656 1270  610  999 2773 1515 1143 2190 1754 19983
1939 1033  839 1221 3789 3143 3057 3590 2058 1948 2887 1324  743 25632
1940 1203  765 2497 2040 2516 1483 2910 1900 1771 1744 1550  651 21030
1941 2428 1983 3562 1539 4295 5477 1135 2000 1200  890 1537 3004 29050
1942 1344 1339 1163 1986 2708 2961 1066  861 1674 1084  525 1862 18573
1943  920 1949 1039  899  736 3295 5202 2190 1942  366 2424 1713 22675
1944 1595 1445 1537 2157 3598 3546  972  983  591 1315 4713 1867 24319
1945 1567 1710  720 1683 2514 2263  618 1223 2546 2277 1026 1373 19520
1946  592  749 1291  680 2037 3984 2180 3030  953  786  564 2469 19315
1947 2106 1669 1563 3104 2223 2927 1379 2089  924 1686 3330 1989 24989
1948  504 2239  342 2082 1127 2062 1923 2543 1340  818  900 2382 18262
1949  900 1315  981  715  587 3424 2622 2431 2476 1379  696 3529 21055
1950  976 1675 1066 2236 2798 2334 2791 3577  837  855 2347  424 21916
1951 2170 1110 1270 4730 4470 2000 1580 1900 3420 5510 1240  630 30030
1952  900  950  960 1650 2240 2120 5510 1750  870  570 1080 3040 21640
1953 1190 1200 1680 3060 4210 1760 1480 2120 2630 2020 3800  810 25960
1954 2020 1210 1490 3410 1280 4410  590 4020 3180 2430 1750 1060 26850
1955 1350 2350 1250 1680 4100 1210 3460 3960 2390 6150 1030  700 29630
1956 2030 1810  850 2490 4650 1450 2130 5780 2630 1690 1290 2030 28830
1957 1010 3080 1100  780 3040 4950  100 1180 1740  930 2420 2040 22370
1958 1170 1800 1000  410 2170 1390 1240 1130 1530 2420  870 1110 16240
1959 1870 3200  960 2660 1880 4140 1260 4160 2850 3560 2800  550 29890
